price,rooms,lift,terrace,square_meters,real_state,neighborhood,square_meters_price
1280,3,1,0,68,2,7,18.8235
1099,2,1,1,79,2,1,13.9114
1250,4,1,0,97,2,1,12.8866
1000,3,1,1,75,2,1,13.3333
800,1,1,0,45,2,9,17.7778
900,2,0,1,65,2,9,13.8462
780,1,1,0,50,2,4,15.6
1100,2,1,0,75,2,2,14.6667
800,2,0,0,65,2,3,12.3077
850,1,0,0,68,2,9,12.5
1050,4,1,1,87,2,8,12.069
950,1,1,0,40,2,0,23.75
700,1,0,0,50,2,0,14.0
940,2,1,0,61,2,0,15.4098
1050,2,0,0,55,2,4,19.0909
1364,3,0,0,135,2,0,10.1037
1220,4,1,0,78,2,9,15.641
950,3,1,1,70,2,1,13.5714
1050,2,0,0,55,2,4,19.0909
1180,4,1,0,95,2,9,12.4211
1100,3,1,0,81,2,9,13.5802
800,2,1,0,58,1,3,13.7931
1900,0,0,0,170,2,1,11.1765
1200,4,1,0,85,2,2,14.1176
1050,3,1,0,103,2,1,10.1942
1150,3,1,0,80,2,1,14.375
725,0,0,0,47,2,0,15.4255
2300,3,0,0,150,2,1,15.3333
1000,3,0,0,82,2,8,12.1951
750,3,0,0,55,2,7,13.6364
1400,2,0,0,120,2,0,11.6667
1900,5,1,1,180,2,9,10.5556
695,1,1,0,63,3,3,11.0317
1600,2,0,0,66,2,1,24.2424
650,1,1,0,22,3,1,29.5455
1250,5,1,0,112,2,0,11.1607
1200,2,1,1,70,2,4,17.1429
1300,4,1,0,129,2,1,10.0775
5000,3,1,1,180,2,1,27.7778
3400,3,1,1,170,1,2,20.0
900,2,1,0,70,2,1,12.8571
1000,3,1,0,96,2,8,10.4167
850,1,1,1,35,3,1,24.2857
750,2,1,0,55,2,7,13.6364
690,1,1,0,45,2,2,15.3333
950,2,1,0,70,2,1,13.5714
800,3,1,0,73,2,7,10.9589
750,1,0,1,40,1,2,18.75
1000,3,1,0,63,2,9,15.873
1300,3,1,0,104,2,9,12.5
4500,4,1,0,150,2,9,30.0
1500,4,0,0,91,2,1,16.4835
950,2,0,0,77,2,1,12.3377
800,1,1,0,50,2,1,16.0
1100,3,1,0,80,2,1,13.75
2000,4,1,1,154,2,1,12.987
790,0,1,0,74,2,8,10.6757
900,1,0,0,59,2,0,15.2542
1100,2,1,0,57,2,1,19.2982
900,2,0,0,50,2,1,18.0
950,2,1,1,60,2,1,15.8333
1400,4,0,0,60,2,1,23.3333
1350,3,1,0,85,2,9,15.8824
1950,4,0,0,180,2,4,10.8333
900,3,1,1,53,2,9,16.9811
1200,3,1,0,102,2,1,11.7647
1200,1,0,1,55,2,6,21.8182
2600,5,1,1,260,2,1,10.0
1400,2,0,0,70,2,1,20.0
680,2,1,0,50,2,6,13.6
640,1,0,1,35,2,2,18.2857
749,3,1,0,55,2,7,13.6182
750,1,1,0,40,2,9,18.75
860,2,1,0,43,1,1,20.0
4600,3,1,1,80,2,1,57.5
2400,3,1,0,85,2,9,28.2353
1256,4,1,1,94,2,2,13.3617
825,4,1,0,72,0,8,11.4583
1200,4,1,0,76,2,1,15.7895
800,1,0,0,52,2,0,15.3846
800,1,0,0,50,0,0,16.0
425,1,1,0,18,3,2,23.6111
1000,2,1,0,68,2,1,14.7059
5000,5,1,0,235,2,9,21.2766
820,3,1,0,65,2,7,12.6154
750,1,1,0,48,2,1,15.625
840,1,1,1,49,1,9,17.1429
700,3,0,0,64,2,3,10.9375
800,3,0,0,73,2,3,10.9589
1250,4,1,0,116,2,1,10.7759
1175,4,1,1,118,2,1,9.95763
990,2,1,1,64,2,7,15.4688
1140,3,1,1,84,1,8,13.5714
690,1,1,0,60,2,3,11.5
1240,3,1,0,92,2,1,13.4783
3200,4,1,1,250,2,4,12.8
1650,2,0,0,80,2,9,20.625
650,0,1,0,27,2,3,24.0741
1100,3,1,0,90,2,6,12.2222
850,3,1,1,54,2,5,15.7407
620,3,0,1,56,1,3,11.0714
800,2,1,0,69,2,7,11.5942
736,2,0,1,67,2,5,10.9851
850,2,0,0,56,2,3,15.1786
1400,2,1,1,56,0,4,25.0
850,1,1,0,44,2,1,19.3182
720,3,1,0,60,2,2,12.0
2300,2,1,0,90,0,7,25.5556
1700,2,1,0,70,0,4,24.2857
3250,4,1,0,247,2,9,13.1579
1000,4,1,1,107,2,7,9.34579
1350,2,1,0,110,2,9,12.2727
1100,2,1,0,92,2,9,11.9565
710,3,0,0,58,2,3,12.2414
522,1,1,0,38,2,3,13.7368
1450,3,1,1,99,2,7,14.6465
1100,3,1,0,83,2,1,13.253
1028,2,1,0,76,2,0,13.5263
788,2,1,0,72,2,2,10.9444
750,1,1,0,43,2,9,17.4419
930,4,1,0,90,2,4,10.3333
845,2,0,0,55,2,1,15.3636
765,2,1,0,65,2,8,11.7692
800,1,1,0,45,2,1,17.7778
995,1,0,0,40,2,0,24.875
1000,2,1,0,70,2,0,14.2857
995,1,0,0,40,2,0,24.875
1145,2,1,0,65,2,1,17.6154
1150,2,0,0,78,2,8,14.7436
850,1,1,0,40,2,0,21.25
1000,2,1,0,64,2,1,15.625
895,4,0,0,76,2,7,11.7763
800,2,1,1,60,2,8,13.3333
800,2,1,0,64,2,1,12.5
875,1,0,1,54,2,9,16.2037
1100,3,1,1,86,2,4,12.7907
800,3,1,0,54,2,8,14.8148
1090,3,1,0,92,2,7,11.8478
950,3,0,0,53,2,2,17.9245
800,2,1,0,52,2,9,15.3846
1140,1,1,0,45,2,0,25.3333
6000,0,0,0,290,0,0,20.6897
6000,0,0,0,290,2,0,20.6897
2500,3,1,0,179,0,1,13.9665
8500,4,1,0,313,1,9,27.1565
2500,3,1,0,179,2,1,13.9665
1400,3,1,1,68,2,1,20.5882
2200,3,1,0,141,2,1,15.6028
800,3,0,0,66,2,6,12.1212
1100,2,1,0,95,2,1,11.5789
1050,4,1,0,95,2,2,11.0526
3500,5,1,1,220,2,9,15.9091
1050,3,1,0,125,2,1,8.4
1200,3,1,0,90,2,1,13.3333
1200,2,0,0,65,0,1,18.4615
1550,2,1,1,70,1,1,22.1429
1100,4,1,0,98,2,4,11.2245
850,3,0,0,80,2,1,10.625
1500,4,1,0,183,2,2,8.19672
1250,5,1,0,141,2,1,8.86525
1069,4,1,0,105,2,1,10.181
780,3,1,1,61,2,7,12.7869
825,2,1,0,75,2,2,11.0
790,2,0,0,84,2,7,9.40476
725,1,0,0,45,2,7,16.1111
700,1,1,0,40,2,2,17.5
575,2,0,0,60,2,3,9.58333
1040,3,1,0,80,2,2,13.0
1850,3,1,0,99,1,2,18.6869
1470,3,1,0,102,2,2,14.4118
750,3,0,0,44,2,2,17.0455
875,2,1,0,51,2,3,17.1569
942,0,1,0,60,2,7,15.7
935,2,1,0,67,2,6,13.9552
1300,0,1,0,78,2,1,16.6667
630,1,0,0,26,2,7,24.2308
725,2,0,0,70,2,8,10.3571
620,1,1,0,41,2,1,15.122
825,3,0,0,68,2,6,12.1324
875,2,1,0,79,2,1,11.0759
1000,2,1,0,70,2,9,14.2857
825,1,1,0,45,2,1,18.3333
1100,3,1,0,83,2,1,13.253
1350,1,0,1,38,2,0,35.5263
1395,3,1,0,90,2,9,15.5
895,2,1,0,56,2,0,15.9821
995,1,1,0,40,2,1,24.875
950,2,1,0,55,2,9,17.2727
1095,1,0,1,70,2,2,15.6429
1050,4,1,0,118,2,6,8.8983
1300,2,1,0,120,2,9,10.8333
1800,3,1,1,75,0,9,24.0
800,2,1,0,63,2,1,12.6984
990,1,1,1,57,2,9,17.3684
1300,3,1,0,120,2,0,10.8333
775,2,1,1,51,2,9,15.1961
995,3,1,0,70,2,4,14.2143
738,3,1,0,69,2,5,10.6957
599,0,0,0,50,2,0,11.98
1000,4,1,0,90,2,2,11.1111
775,2,0,0,57,2,3,13.5965
900,1,0,1,92,1,4,9.78261
1190,3,1,0,70,2,4,17.0
750,1,0,0,47,2,8,15.9574
1100,2,1,0,53,2,1,20.7547
900,1,1,0,67,2,4,13.4328
1360,5,1,0,118,2,1,11.5254
920,2,1,0,45,2,8,20.4444
1600,3,1,0,133,2,1,12.0301
1100,3,1,0,87,2,4,12.6437
950,3,1,1,88,2,9,10.7955
1300,2,1,1,80,2,9,16.25
800,1,1,0,40,2,0,20.0
900,1,1,0,64,2,0,14.0625
850,4,1,1,90,2,2,9.44444
800,1,1,0,55,2,7,14.5455
800,1,1,0,50,2,2,16.0
1100,3,1,0,70,2,1,15.7143
1280,2,0,0,116,2,0,11.0345
1500,2,1,0,75,2,9,20.0
700,2,0,0,45,2,1,15.5556
1180,3,1,0,80,2,2,14.75
825,3,1,0,68,2,6,12.1324
600,1,0,0,36,2,0,16.6667
900,3,1,0,70,2,1,12.8571
850,2,1,0,57,2,1,14.9123
800,1,1,1,35,0,9,22.8571
779,2,0,0,42,0,7,18.5476
800,2,1,0,62,2,8,12.9032
700,2,0,0,49,2,1,14.2857
920,2,1,0,68,2,2,13.5294
1100,2,1,0,55,2,2,20.0
750,2,1,0,45,2,1,16.6667
1550,4,1,1,130,2,1,11.9231
640,1,1,0,25,2,8,25.6
1100,2,0,0,96,2,0,11.4583
1000,3,1,0,89,0,0,11.236
2200,3,1,1,167,2,9,13.1737
750,2,1,0,50,2,9,15.0
1150,2,0,1,82,2,9,14.0244
950,3,1,1,100,2,6,9.5
965,2,1,0,52,2,9,18.5577
730,1,0,0,45,2,3,16.2222
750,2,0,0,45,2,3,16.6667
2300,3,1,0,205,2,9,11.2195
1690,4,0,0,128,2,9,13.2031
900,4,1,0,91,2,1,9.89011
975,4,1,0,100,2,3,9.75
950,3,1,1,100,2,6,9.5
2500,5,1,0,191,2,9,13.089
900,2,1,0,59,2,3,15.2542
800,2,1,0,53,2,1,15.0943
860,4,1,0,75,2,7,11.4667
850,3,0,0,66,0,0,12.8788
2000,0,1,1,80,2,2,25.0
2575,3,1,1,156,2,1,16.5064
900,2,1,1,45,1,7,20.0
1200,2,0,0,100,2,0,12.0
1390,4,1,0,92,2,9,15.1087
2000,4,1,0,100,2,1,20.0
1200,6,1,0,178,0,1,6.74157
1290,3,1,0,92,2,9,14.0217
850,1,1,1,55,1,6,15.4545
770,1,0,0,60,2,8,12.8333
850,4,1,1,95,2,6,8.94737
1177,4,1,1,70,2,1,16.8143
1150,0,0,0,91,2,9,12.6374
953,3,1,0,57,2,2,16.7193
1500,4,1,0,135,2,9,11.1111
1250,2,0,0,105,2,1,11.9048
1000,1,0,1,65,2,7,15.3846
800,1,0,0,40,0,0,20.0
900,2,0,0,75,2,1,12.0
1100,2,1,1,62,0,1,17.7419
1900,4,0,1,150,2,4,12.6667
950,2,1,0,77,2,1,12.3377
680,2,0,0,50,2,5,13.6
950,3,1,0,70,2,1,13.5714
1025,2,1,0,50,2,1,20.5
1100,2,1,0,61,2,1,18.0328
500,0,0,0,20,2,9,25.0
1250,1,1,0,45,0,9,27.7778
1800,3,1,1,122,1,9,14.7541
1300,2,1,0,65,2,2,20.0
3200,9,1,0,312,2,1,10.2564
1600,3,1,1,110,2,9,14.5455
740,2,1,0,44,2,8,16.8182
1000,2,1,0,65,2,1,15.3846
1295,4,1,0,82,2,1,15.7927
950,2,1,1,66,2,9,14.3939
1050,3,1,0,90,1,8,11.6667
1600,4,1,0,140,2,1,11.4286
975,3,1,0,85,2,8,11.4706
1300,4,0,0,110,2,8,11.8182
4500,3,1,0,105,2,1,42.8571
850,3,1,0,64,2,5,13.2812
5500,4,1,0,277,1,9,19.8556
850,3,0,0,70,2,6,12.1429
1050,2,1,0,55,2,4,19.0909
950,3,1,0,74,2,8,12.8378
590,0,1,0,38,0,1,15.5263
900,2,0,0,74,2,8,12.1622
990,2,0,0,62,0,1,15.9677
1200,3,1,1,109,2,3,11.0092
974,2,0,0,80,2,7,12.175
700,1,1,0,50,2,1,14.0
675,1,0,0,39,2,0,17.3077
6000,3,0,0,160,2,2,37.5
1150,4,1,0,125,2,1,9.2
2100,4,0,0,162,2,9,12.963
1700,3,1,0,120,2,9,14.1667
950,3,1,0,73,2,1,13.0137
850,2,1,0,55,2,4,15.4545
800,2,1,1,76,2,5,10.5263
950,2,0,0,50,2,0,19.0
2100,2,0,0,100,2,1,21.0
950,3,1,0,56,2,2,16.9643
825,2,0,0,41,2,0,20.122
650,1,0,0,30,2,0,21.6667
575,1,0,0,30,2,3,19.1667
750,2,1,0,51,2,4,14.7059
650,2,0,0,63,2,7,10.3175
1495,3,1,1,132,2,9,11.3258
775,2,1,0,60,2,8,12.9167
750,2,0,0,60,2,8,12.5
1175,2,0,1,75,2,2,15.6667
800,2,1,0,75,2,1,10.6667
2200,4,1,0,130,2,9,16.9231
790,2,0,0,60,2,0,13.1667
6000,4,1,0,214,2,1,28.0374
650,1,0,0,40,2,0,16.25
950,2,0,0,70,2,1,13.5714
1695,2,1,0,75,2,9,22.6
1350,2,1,1,81,2,4,16.6667
990,2,1,0,70,2,1,14.1429
850,4,1,0,100,2,7,8.5
875,2,1,0,72,2,6,12.1528
1168,3,1,0,75,2,1,15.5733
1100,2,1,0,70,2,1,15.7143
850,3,1,0,75,2,6,11.3333
750,1,0,0,60,2,0,12.5
860,3,1,0,69,2,2,12.4638
3067,3,0,0,95,0,1,32.2842
2316,3,0,0,80,0,1,28.95
2030,2,0,0,80,0,0,25.375
2068,2,0,0,75,0,0,27.5733
1500,2,1,0,60,2,9,25.0
875,1,0,1,50,2,0,17.5
800,2,1,0,79,2,9,10.1266
900,2,1,0,55,2,1,16.3636
750,2,1,0,54,2,0,13.8889
2600,5,1,0,180,2,1,14.4444
1190,3,1,0,75,2,9,15.8667
750,2,1,1,67,1,2,11.194
1390,2,1,0,105,2,9,13.2381
1650,4,1,0,126,2,9,13.0952
995,2,1,0,57,2,2,17.4561
1050,2,1,0,85,2,1,12.3529
1190,4,1,1,104,2,1,11.4423
995,2,0,1,70,2,9,14.2143
1100,3,1,1,79,2,0,13.9241
950,3,1,0,70,2,9,13.5714
950,3,1,0,70,2,9,13.5714
900,3,1,0,75,2,7,12.0
1000,3,1,1,75,1,3,13.3333
895,3,1,0,58,2,2,15.431
1250,4,1,1,95,2,1,13.1579
2800,4,1,0,165,2,4,16.9697
2900,4,1,0,210,2,9,13.8095
1200,2,0,0,84,2,0,14.2857
2000,3,1,0,94,2,1,21.2766
1200,2,1,0,70,2,1,17.1429
950,1,1,0,55,2,1,17.2727
950,1,1,0,60,2,1,15.8333
865,2,1,1,74,1,9,11.6892
1100,3,1,1,84,0,4,13.0952
850,3,1,0,70,2,6,12.1429
1000,2,1,0,105,2,7,9.52381
640,1,0,0,50,2,3,12.8
850,4,0,0,88,2,0,9.65909
970,4,0,0,91,0,0,10.6593
780,3,1,0,62,2,5,12.5806
750,1,0,1,57,2,5,13.1579
1450,3,0,0,112,2,1,12.9464
950,2,0,0,80,2,3,11.875
950,3,0,0,76,2,3,12.5
1200,4,0,0,80,2,0,15.0
1100,3,0,0,80,2,1,13.75
995,2,1,0,50,2,8,19.9
1100,2,0,0,45,2,0,24.4444
1070,4,0,0,75,2,2,14.2667
2700,4,1,0,120,2,0,22.5
1180,4,1,0,79,2,1,14.9367
1200,1,0,0,45,2,1,26.6667
3550,3,1,1,135,2,4,26.2963
874,2,0,0,75,2,0,11.6533
1100,1,0,0,55,2,1,20.0
1000,4,0,0,90,2,0,11.1111
1963,2,0,0,65,0,1,30.2
1712,1,0,0,32,0,1,53.5
980,2,0,0,65,0,0,15.0769
13427,4,0,0,140,0,1,95.9071
1600,3,0,0,60,0,0,26.6667
1350,1,0,0,45,0,1,30.0
1100,3,1,0,100,2,1,11.0
850,1,0,0,60,2,8,14.1667
1350,5,0,0,140,2,1,9.64286
794,1,0,0,45,2,0,17.6444
1050,2,0,0,60,2,0,17.5
784,2,1,0,58,2,7,13.5172
670,1,0,0,55,2,0,12.1818
1500,3,1,0,115,2,1,13.0435
1200,2,1,0,85,2,1,14.1176
4000,3,1,0,120,2,9,33.3333
4500,4,1,0,150,2,9,30.0
2700,4,1,0,85,2,9,31.7647
2800,1,1,0,75,2,2,37.3333
1750,5,1,0,155,2,1,11.2903
1100,3,1,0,72,2,2,15.2778
1600,4,1,1,95,2,9,16.8421
1000,4,1,1,71,2,4,14.0845
880,3,0,0,69,2,6,12.7536
652,0,1,0,30,3,7,21.7333
875,2,0,0,45,2,1,19.4444
680,1,0,0,35,2,0,19.4286
3500,9,1,1,350,2,1,10.0
1500,4,1,1,96,2,1,15.625
1000,3,0,1,52,1,1,19.2308
1132,4,1,1,85,2,1,13.3176
1175,3,1,1,93,2,1,12.6344
1150,3,1,0,85,2,1,13.5294
850,1,1,0,45,2,9,18.8889
2800,3,1,0,122,2,7,22.9508
1190,4,1,0,85,2,1,14.0
830,0,1,0,45,3,9,18.4444
660,0,1,0,45,2,0,14.6667
850,3,0,0,58,2,2,14.6552
770,2,0,0,55,2,2,14.0
950,2,1,0,50,2,2,19.0
1280,3,1,1,83,2,1,15.4217
1195,1,0,0,85,2,2,14.0588
1095,2,1,0,62,2,0,17.6613
944,3,1,0,69,2,0,13.6812
750,0,1,1,32,3,7,23.4375
1400,3,0,0,85,2,1,16.4706
1100,3,1,0,100,2,9,11.0
1350,3,0,0,71,2,8,19.0141
1000,1,0,0,66,2,0,15.1515
1350,3,0,0,90,2,1,15.0
1500,2,0,0,106,2,1,14.1509
1140,1,0,0,50,2,9,22.8
970,2,1,0,64,2,2,15.1562
1400,1,0,0,45,2,9,31.1111
690,1,0,0,35,3,0,19.7143
3000,3,0,0,140,2,1,21.4286
1450,1,0,0,55,2,0,26.3636
4500,4,0,0,225,2,7,20.0
1600,4,0,0,114,2,1,14.0351
1458,2,0,0,53,2,1,27.5094
2750,3,0,0,190,2,7,14.4737
1600,2,0,0,80,2,0,20.0
1460,1,0,0,65,2,1,22.4615
1450,2,0,0,60,2,1,24.1667
1326,1,0,0,53,2,1,25.0189
1600,2,0,0,58,2,1,27.5862
1480,4,0,0,105,2,1,14.0952
1600,2,0,0,115,2,0,13.913
1350,1,0,0,59,2,1,22.8814
3500,3,0,0,167,2,9,20.9581
2200,2,1,0,65,2,9,33.8462
1700,2,1,0,85,2,9,20.0
1550,3,0,0,130,2,9,11.9231
1590,3,0,0,95,2,7,16.7368
800,1,0,0,45,2,0,17.7778
1326,1,0,0,53,2,1,25.0189
650,1,0,0,30,2,2,21.6667
1600,2,0,0,75,2,1,21.3333
950,3,1,0,67,2,9,14.1791
1450,2,0,0,80,2,1,18.125
925,2,1,0,50,2,1,18.5
740,1,1,0,45,2,0,16.4444
900,2,1,0,44,2,0,20.4545
695,1,1,1,47,2,4,14.7872
780,3,0,1,60,2,2,13.0
2200,3,1,1,114,2,1,19.2982
1190,4,1,1,100,2,1,11.9
1260,4,1,0,100,2,4,12.6
800,1,1,0,48,2,8,16.6667
4500,3,1,0,80,2,1,56.25
4500,3,1,0,105,2,1,42.8571
700,1,0,0,40,2,0,17.5
950,1,1,0,40,2,9,23.75
975,2,1,0,71,2,8,13.7324
3400,4,1,0,175,2,4,19.4286
2250,3,1,0,130,2,9,17.3077
650,1,0,0,40,3,9,16.25
5000,3,1,1,250,1,9,20.0
1280,3,1,1,83,2,1,15.4217
1450,3,1,0,125,2,7,11.6
1500,3,1,0,210,2,0,7.14286
5200,5,1,0,398,1,9,13.0653
850,1,1,0,63,2,0,13.4921
1500,3,1,0,88,2,7,17.0455
750,0,0,0,58,2,8,12.931
1500,3,1,0,88,2,7,17.0455
750,0,0,0,58,2,8,12.931
2500,4,1,1,195,2,9,12.8205
3200,4,1,0,181,2,4,17.6796
1050,3,1,0,75,2,1,14.0
890,0,1,1,55,1,5,16.1818
750,1,0,0,50,2,2,15.0
895,1,1,0,60,2,4,14.9167
790,3,1,0,72,2,3,10.9722
790,2,1,0,61,2,3,12.9508
1580,3,1,0,125,2,0,12.64
1000,3,0,0,70,2,1,14.2857
750,3,1,0,54,2,3,13.8889
995,2,1,0,58,2,1,17.1552
1045,2,1,0,57,2,4,18.3333
900,2,1,0,68,2,9,13.2353
1200,2,1,0,80,2,1,15.0
1150,3,1,0,90,2,1,12.7778
1000,2,1,1,65,1,0,15.3846
2500,4,1,0,172,2,9,14.5349
1290,3,1,0,100,2,1,12.9
1000,3,1,1,90,2,1,11.1111
1750,5,1,0,140,2,9,12.5
1200,4,1,0,105,2,1,11.4286
1550,2,1,1,73,2,9,21.2329
1650,2,1,1,108,1,9,15.2778
2150,4,1,0,124,2,4,17.3387
780,1,1,0,51,2,7,15.2941
950,3,1,0,90,2,9,10.5556
1170,3,1,1,94,2,1,12.4468
1100,2,1,0,71,2,1,15.493
1480,4,1,0,100,2,2,14.8
895,1,1,1,60,0,4,14.9167
1415,4,1,0,135,2,8,10.4815
750,0,1,0,42,2,4,17.8571
965,2,1,0,55,2,1,17.5455
1390,2,1,0,81,1,1,17.1605
1490,3,1,0,120,2,1,12.4167
750,2,0,0,60,2,2,12.5
980,2,1,0,59,0,2,16.6102
1500,4,1,0,165,2,1,9.09091
790,3,0,0,75,2,3,10.5333
1256,4,1,0,94,2,2,13.3617
950,1,1,0,40,2,1,23.75
700,2,0,0,60,2,1,11.6667
1090,2,1,0,94,2,4,11.5957
1700,3,0,0,120,2,2,14.1667
785,2,0,0,60,2,8,13.0833
850,4,0,0,53,2,7,16.0377
1050,3,1,0,80,2,9,13.125
850,1,1,0,43,2,8,19.7674
975,2,1,0,58,2,1,16.8103
1500,2,1,0,83,2,9,18.0723
1000,3,1,0,180,2,9,5.55556
850,3,1,1,70,2,8,12.1429
700,2,1,0,60,2,5,11.6667
750,2,1,0,80,2,5,9.375
850,3,1,0,65,2,8,13.0769
895,2,1,0,75,2,7,11.9333
1047,1,1,1,54,2,2,19.3889
930,3,1,0,70,2,2,13.2857
600,2,0,0,43,2,5,13.9535
825,1,0,1,45,0,4,18.3333
1250,2,1,0,78,2,9,16.0256
660,2,0,0,50,2,2,13.2
800,2,1,0,54,2,6,14.8148
995,2,1,0,78,2,3,12.7564
910,3,1,0,84,2,3,10.8333
1300,4,1,0,100,2,4,13.0
1400,2,1,1,139,0,9,10.0719
750,2,0,0,63,2,0,11.9048
1650,4,1,0,151,2,1,10.9272
2575,3,1,1,156,2,1,16.5064
1275,3,1,1,96,2,9,13.2812
800,2,1,0,56,2,9,14.2857
900,2,1,0,60,2,0,15.0
1300,2,1,1,78,2,1,16.6667
850,0,1,0,53,2,0,16.0377
1250,3,1,1,85,0,7,14.7059
900,2,1,1,46,1,1,19.5652
650,1,0,0,35,2,0,18.5714
950,1,1,0,46,2,9,20.6522
1900,5,1,1,240,1,3,7.91667
1590,3,0,0,156,2,0,10.1923
800,3,0,1,70,2,8,11.4286
590,1,0,0,30,2,0,19.6667
1000,2,1,0,68,2,1,14.7059
990,4,0,0,75,2,1,13.2
2095,3,1,0,138,2,9,15.1812
1200,1,1,0,70,2,9,17.1429
788,1,1,0,45,2,1,17.5111
575,1,0,0,40,2,2,14.375
960,4,1,1,78,2,2,12.3077
2400,3,1,0,104,2,1,23.0769
1100,2,1,0,65,2,7,16.9231
850,2,0,0,56,2,9,15.1786
595,1,0,0,40,3,8,14.875
1500,3,0,1,94,2,1,15.9574
1400,4,1,0,110,2,4,12.7273
990,3,1,0,70,2,7,14.1429
680,1,0,0,50,2,8,13.6
1200,4,1,1,106,2,1,11.3208
1500,2,1,0,70,2,7,21.4286
2300,4,1,0,177,2,9,12.9944
4900,4,1,1,174,2,9,28.1609
2200,0,1,0,148,2,9,14.8649
880,1,1,1,45,2,9,19.5556
1300,1,1,1,50,1,9,26.0
1100,1,0,1,75,2,9,14.6667
3500,2,1,1,150,1,9,23.3333
850,1,0,0,39,2,9,21.7949
1030,1,1,0,55,2,9,18.7273
1450,2,1,1,67,2,9,21.6418
3800,5,1,0,287,0,9,13.2404
3000,5,0,0,190,2,9,15.7895
4000,5,1,0,245,0,9,16.3265
1050,2,1,0,50,0,9,21.0
3200,4,1,0,168,2,9,19.0476
3800,4,1,0,253,0,9,15.0198
1300,2,1,0,60,2,9,21.6667
1200,3,1,0,88,2,9,13.6364
3200,5,1,1,200,1,9,16.0
2500,3,1,1,181,0,9,13.8122
4900,5,1,1,257,2,9,19.0661
1450,2,1,0,80,2,9,18.125
1650,4,1,1,120,2,9,13.75
3200,3,1,0,149,0,9,21.4765
5300,4,1,0,225,2,9,23.5556
1600,3,1,0,121,2,9,13.2231
4900,6,1,1,276,2,9,17.7536
3300,5,1,1,190,2,9,17.3684
1000,1,1,0,40,2,9,25.0
935,1,1,1,57,0,9,16.4035
3390,0,0,1,300,0,9,11.3
1050,4,1,0,115,2,1,9.13043
2300,1,1,0,55,0,9,41.8182
1300,2,1,0,55,2,9,23.6364
850,2,1,0,60,2,9,14.1667
4800,4,1,1,190,2,9,25.2632
3300,4,1,1,154,2,9,21.4286
2200,5,1,1,190,1,9,11.5789
1400,3,1,0,92,2,9,15.2174
15000,4,1,1,475,0,9,31.5789
1250,3,1,0,90,2,9,13.8889
2500,2,1,0,65,0,9,38.4615
1400,2,1,0,80,2,9,17.5
1000,2,0,0,70,2,0,14.2857
800,4,0,0,65,1,3,12.3077
1700,2,1,0,99,2,9,17.1717
1700,3,1,0,100,0,9,17.0
800,1,0,0,47,0,9,17.0213
1100,4,1,1,88,2,1,12.5
970,2,1,0,70,2,1,13.8571
1050,3,1,0,85,2,1,12.3529
850,3,0,0,63,2,8,13.4921
4500,4,1,1,256,2,9,17.5781
1200,3,1,1,70,1,2,17.1429
975,2,1,0,70,2,8,13.9286
1250,2,0,0,65,1,2,19.2308
662,2,1,0,52,2,9,12.7308
565,0,0,0,22,3,8,25.6818
800,2,1,0,55,2,8,14.5455
825,3,0,1,70,2,3,11.7857
780,2,1,0,73,2,8,10.6849
1000,3,0,0,65,2,1,15.3846
700,2,0,0,46,2,5,15.2174
800,2,0,0,80,2,3,10.0
900,3,1,1,76,2,7,11.8421
1400,2,1,1,74,2,1,18.9189
870,2,1,0,70,2,1,12.4286
4500,3,1,0,85,2,1,52.9412
5500,3,1,0,100,2,2,55.0
2700,3,1,0,85,2,9,31.7647
2400,3,1,0,140,2,9,17.1429
2450,2,1,0,153,0,7,16.0131
1180,2,1,0,80,2,9,14.75
950,2,0,0,60,2,1,15.8333
850,2,0,0,55,2,1,15.4545
900,3,1,0,65,2,2,13.8462
900,3,1,0,65,2,2,13.8462
900,4,1,0,85,2,7,10.5882
2200,2,1,0,65,2,9,33.8462
1100,3,0,0,70,2,7,15.7143
1300,2,1,0,79,2,1,16.4557
800,2,0,0,75,2,2,10.6667
525,1,0,0,35,2,0,15.0
900,3,0,0,79,2,2,11.3924
800,3,1,0,63,2,8,12.6984
750,2,0,0,55,2,8,13.6364
879,2,0,0,56,2,0,15.6964
700,2,0,0,52,2,0,13.4615
785,2,1,0,47,2,2,16.7021
580,1,0,1,40,1,1,14.5
850,1,1,0,71,2,5,11.9718
2300,4,1,0,125,2,1,18.4
925,1,0,0,50,2,2,18.5
2300,7,1,0,202,0,1,11.3861
1175,4,1,0,110,2,5,10.6818
1400,2,1,1,90,2,1,15.5556
1090,2,1,0,72,2,8,15.1389
850,2,0,0,54,2,8,15.7407
1100,3,1,0,75,2,3,14.6667
1090,3,1,0,80,2,1,13.625
1600,2,1,0,67,2,1,23.8806
830,2,0,0,64,2,0,12.9688
1200,2,0,0,55,0,8,21.8182
2255,2,0,0,55,0,8,41.0
1936,2,0,0,65,0,0,29.7846
1275,3,1,1,145,2,9,8.7931
1600,3,0,0,90,2,9,17.7778
1300,2,1,0,78,2,4,16.6667
850,1,0,0,58,2,0,14.6552
850,3,1,0,62,2,6,13.7097
3600,3,1,0,140,2,9,25.7143
800,2,1,0,57,2,2,14.0351
1300,3,1,0,114,2,0,11.4035
2000,4,1,1,148,2,1,13.5135
1100,3,1,0,80,2,3,13.75
1100,4,1,0,82,2,1,13.4146
